,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,"[47.803345 61.89189  69.66562  73.893974 74.00091  74.18419  73.43487
 72.625015 74.85231  74.39549  70.6946   67.8204   65.72396  64.0788
 63.943043 64.09723  64.65928  64.26799  68.9788   77.272575 77.86297
 70.2373   54.33651  39.848473 30.33571  26.82535  25.608181 24.938354]","[54.781013 65.09228  71.52624  74.49699  75.6482   74.625015 72.58122
 73.3056   76.33113  75.0975   71.405136 67.39991  65.78619  64.18216
 62.61042  63.895195 64.744415 64.43178  69.10421  76.19921  77.56577
 77.3242   73.53647  58.65097  33.562946 25.988865 23.794447 22.692204]","[59.37322  67.79295  73.33811  76.15552  76.67212  76.08658  73.01321
 74.107895 75.77282  75.5467   71.21855  67.67196  67.03159  66.1234
 65.121956 65.43897  63.814476 64.88571  70.02888  73.495766 78.13314
 80.25622  79.59033  74.47275  45.656616 25.29005  23.435719 23.186584]","[65.49576  68.75273  74.69226  75.76849  76.07252  75.02621  73.06468
 73.766365 76.39267  77.070595 71.73387  67.01961  68.168045 68.08737
 67.13048  67.385475 67.10448  66.876976 68.88039  73.22041  79.39394
 81.40257  82.30961  79.656075 51.413555 24.417122 22.212635 22.011454]","[65.30838  69.07054  73.07907  74.35159  76.93143  75.40998  74.49491
 77.1788   78.97527  76.3566   70.579254 68.08599  68.585915 67.39299
 67.92615  66.924286 66.56151  66.97922  70.32335  74.80393  79.10565
 80.81177  83.26996  81.0481   54.47957  26.223612 22.429697 20.76397 ]","[65.420586 68.95109  72.642395 74.08412  77.43332  78.11252  78.420425
 78.40348  79.017044 74.808304 70.36443  70.301765 69.60248  68.69193
 68.91566  68.14247  65.687515 66.45282  71.598854 75.768074 79.11694
 81.291275 83.96899  82.01374  51.751663 22.180777 22.09212  20.287441]","[65.202614 68.31114  73.629875 75.711494 78.83717  82.403275 82.75763
 79.99467  77.63487  75.32532  72.47621  70.78842  70.734825 69.459854
 67.905266 66.82124  65.9091   65.643234 69.27817  74.52757  77.88464
 81.04634  84.53839  82.16394  52.86206  20.569555 18.34882  19.54377 ]","[63.933933 68.88657  74.36896  77.62678  81.71928  85.49166  84.36474
 82.88923  81.23123  78.46902  75.41574  72.460754 71.52198  70.03367
 68.25201  66.72044  64.78246  62.867065 65.22948  71.266556 74.65283
 78.73456  84.307686 80.52432  55.88694  21.852629 17.364857 18.047047]","[63.859715 69.98791  74.04859  79.678406 83.93921  84.13016  84.76354
 83.98908  81.54717  80.875435 78.08375  73.878624 71.0985   68.75166
 68.37498  68.19809  66.19947  62.27833  62.69316  67.74873  73.28046
 76.17843  80.51185  77.71404  62.720333 31.004528 17.567265 17.811605]","[64.372055 70.45719  75.47775  80.61058  82.71261  82.33177  81.53503
 82.2788   83.27045  83.45458  80.255745 76.85428  72.28014  69.66284
 69.41435  70.416    72.13586  67.81256  64.61569  66.750496 71.07928
 75.33587  76.74788  77.011505 71.68991  49.09958  24.670572 21.229046]","[65.54345  72.94715  77.09122  80.946724 81.45793  79.37099  78.3501
 80.76365  85.85087  84.089134 78.89951  78.19441  74.7335   73.274284
 71.735306 72.40269  75.341995 72.69828  68.02371  67.33672  70.54696
 75.446    76.212845 76.05599  76.10896  69.407265 44.392456 26.006924]","[67.40609  75.93888  79.6792   82.53583  83.433105 79.22819  78.837494
 81.90659  86.2283   81.77809  76.95887  78.787094 74.7075   72.95951
 72.32244  73.53136  73.90665  70.351006 69.90457  70.31131  72.03388
 74.73781  75.12542  75.55101  77.122116 76.81565  67.22319  42.82583 ]","[69.64968  76.42874  79.89525  83.26901  84.49704  81.93174  81.20539
 83.27422  89.28685  83.850235 78.76461  78.980705 75.23799  72.548454
 71.42809  73.483185 72.67227  70.28312  73.133514 74.2739   75.7352
 73.49246  74.70147  77.59081  78.2973   79.69428  79.27561  66.42613 ]","[72.09766  77.53471  79.85849  81.84634  84.51334  84.9903   85.47551
 84.5345   87.71789  83.504555 79.51936  77.297195 76.17891  73.564384
 72.06287  73.58751  72.35398  71.17982  75.291756 77.05701  80.23688
 79.646866 77.41382  79.25227  80.69156  82.816345 83.09862  76.18169 ]","[72.68176  75.73338  78.834305 80.28339  81.39171  84.94363  85.52277
 83.92727  82.93772  79.26975  78.291756 76.30465  72.810486 71.64719
 71.98609  72.22223  70.908455 71.426445 73.7068   77.127655 80.19228
 78.625984 77.04842  79.366714 81.06276  82.30822  83.41973  75.93228 ]","[68.7977   72.7344   75.90585  77.78396  78.04417  79.11881  79.90564
 79.88017  79.69567  79.05354  79.386116 77.07315  72.79301  71.47264
 72.04363  72.63503  71.65608  72.04598  72.63717  74.453026 76.06239
 75.46001  76.74644  80.350685 82.330605 80.39485  77.449036 69.17966 ]","[67.52581  68.54547  72.08487  73.03815  73.34376  72.758    73.33763
 76.146935 77.34151  77.99952  79.03111  77.11401  73.79397  73.30219
 73.87586  72.96947  73.10757  74.34812  74.2397   74.31142  75.71623
 75.142204 76.03191  81.09942  79.66615  72.60067  60.470722 44.668175]","[62.788425 62.110394 63.04571  65.55176  65.43178  67.18584  68.72311
 70.372635 73.13118  75.2081   74.89813  71.80121  70.467415 70.04427
 71.6005   72.97768  72.445946 77.18696  76.945015 75.10933  73.90292
 72.62241  67.72076  64.43918  58.459164 47.95567  38.267197 34.37237 ]","[59.71954  58.790348 59.831158 61.638714 60.846237 60.58698  62.061104
 65.85428  69.08354  71.228676 71.7652   55.51425  48.718952 50.812824
 59.386383 65.742714 67.30391  72.045876 74.024185 70.08919  61.946186
 55.60307  47.370987 40.049442 35.130695 33.288933 35.03442  33.26586 ]","[60.572853 58.75092  59.22036  59.82615  60.869675 57.73014  58.747986
 64.60222  68.09126  68.5191   69.17625  52.016144 16.835844 17.419786
 33.27311  42.904205 45.94656  50.179607 51.35457  48.724068 43.896748
 40.494003 36.88678  34.100594 31.77676  32.070435 32.733067 32.207417]","[60.380787  58.59017   59.436996  61.74506   61.170975  59.394745
 60.349403  64.34802   64.332306  64.44962   64.526505  53.411797
 14.348447   7.7585382 18.25089   32.508232  36.094357  39.599712
 41.264637  40.852364  40.073574  38.984123  36.22958   33.662582
 31.678562  30.744366  30.952045  32.491714 ]","[60.156265  57.07331   58.815548  63.031647  62.46811   60.9651
 61.03905   61.85774   60.973576  60.32431   60.656723  51.224995
 12.949224   6.1634603 11.974798  28.24908   34.790504  37.96382
 40.643616  40.545048  39.921947  37.727688  34.788906  31.292078
 29.988436  30.827799  31.397783  31.757206 ]","[62.418182  61.689007  62.220097  63.416     64.76722   62.601093
 60.214024  60.4281    58.957268  59.73749   58.95759   50.082317
 17.251478   7.9484787 11.008525  23.93473   33.589695  36.6962
 37.743565  37.365818  37.28579   34.96334   33.780594  31.806488
 30.388992  30.201235  31.040812  31.21173  ]","[59.435715 60.38867  60.79775  61.455326 62.480362 59.984116 58.898556
 59.98279  57.846714 57.597157 56.299908 47.41461  28.890244 19.419308
 22.101923 29.87751  34.40359  36.016785 35.323513 35.374977 34.82631
 33.04198  32.82828  32.13352  31.025036 29.616335 30.088709 31.081194]","[49.937504 53.155365 55.993282 56.041557 58.349617 57.64654  58.328842
 58.439445 55.52895  54.759705 51.095848 43.431725 35.091427 31.95338
 32.43135  33.839844 35.947308 36.074642 35.32969  35.35793  34.06122
 31.392136 32.761417 32.59156  32.20683  32.276943 32.654377 34.109966]","[47.405346 52.184715 54.525444 55.13101  55.679256 55.48276  57.91444
 57.014015 51.59044  48.607758 44.410675 39.828228 35.752087 34.72625
 35.129734 36.771805 37.430386 36.547977 36.808514 37.569447 35.281105
 32.895676 32.091587 31.234856 32.528107 34.421658 33.790077 35.274017]","[58.078964 58.45277  60.09484  61.11055  59.230434 55.703552 56.853325
 53.634823 48.207844 44.157864 39.478287 37.62374  36.65379  35.881668
 35.275024 35.983852 37.32266  37.54249  37.46055  37.62795  37.526024
 37.274544 36.59284  33.410248 31.832705 33.73051  34.001064 33.809048]","[73.08711  74.92695  77.6426   77.15073  73.43727  69.307045 60.28696
 51.408066 44.8993   41.324577 39.293407 38.271297 37.29378  36.978157
 37.368477 38.408493 38.49459  38.783897 37.987583 38.248756 37.97922
 37.52336  37.39821  34.458576 34.12744  34.90255  35.59625  36.127335]"
1,"[ 57.773914  63.517555  68.94398   83.72005   96.508194 105.377396
 107.82469   98.55238   95.50829   99.12876   99.85338   98.45522
  96.838     96.2332   100.03015  104.89635  108.76954  114.00134
 116.44496   91.55261   26.87544   48.51353   85.76979  102.90116
 111.330376 123.04319  135.79486  145.54393 ]","[ 57.429607  64.39481   68.21791   73.21938   85.25218  106.65094
 109.81826  100.913246  89.39662   95.0741    96.59161   95.84314
  94.87837   94.19444   97.19472  103.35315  106.936966 102.64608
  61.332638  20.931026  48.029213  80.40592   92.19213   97.521614
 102.30957  117.19844  119.93954  124.25196 ]","[ 57.85615   61.815826  60.493057  60.985737  64.866264 100.638054
 111.43754  106.49698   92.23883   91.480034  92.18186   93.21497
  94.32318   95.4043    97.9535   101.56256   95.48563   53.25193
  23.559626  19.333044  35.95247   72.045044  84.87533   86.61272
  99.62937  116.10571  120.10921  119.70965 ]","[ 55.412598  54.417496  63.02269   63.67142   55.756813  73.11569
 117.51482  120.87225  104.85722   89.99513   90.244095  89.47901
  94.185555  95.464035  96.75548   85.36987   61.02547   51.8584
  48.18108   39.931274  36.658005  52.87516   75.82547   83.83271
  96.66669  113.19307  119.1548   122.98545 ]","[143.35793  149.00737  155.89722  174.69583  185.75072  159.24646
 103.817665 120.67513  115.870575  96.55845   88.34154   89.15287
  93.98639   91.79327   73.421555  64.55322   61.2779    56.54908
  51.70216   50.90069   51.889202  59.885895  73.47133   81.394806
  88.17675   94.99432  107.562805 115.21163 ]","[141.30368  142.27513  144.9748   161.02254  177.44647  208.73682
 189.19215  100.43857  117.69704  104.45551   89.86677   88.678535
  85.44777   76.12428   67.77186   63.97129   62.59527   59.07827
  51.260788  51.74205   58.603294  68.67507   76.23517   78.957184
  81.065414  84.84239   95.39672  108.26185 ]","[133.7364   137.46144  143.64186  154.2242   166.04675  188.0998
 229.98563  166.13391   94.78147  101.74217   86.91005   79.001434
  71.76714   72.57049   73.29329   70.501175  66.53481   59.721733
  56.005585  62.174934  70.11021   73.33345   72.67682   73.35689
  74.4498    78.37383   85.97303   95.24035 ]","[124.83099  127.564064 136.01308  147.15569  158.17284  172.19533
 203.2982   225.60594   57.487316  79.843414  72.987076  66.37443
  68.22568   72.67873   75.113266  74.21847   67.55176   61.8535
  58.87048   63.34462   72.7306    71.41378   67.93184   65.95281
  70.80023   76.5312    80.403725  84.337006]","[116.52941  114.42306  125.11781  136.06267  147.89655  163.94043
 188.13135  220.57      44.314285  64.016045  66.44359   65.26079
  66.60494   68.25658   67.554726  68.68516   67.56356   79.80499
  91.59552   84.992355  78.884094  74.60601   70.410416  65.91779
  71.73157   74.29129   78.035484  81.64923 ]","[111.25687   97.98942  111.52973  130.38545  142.59435  158.47867
 175.05725  180.74664   29.174683  57.39028   61.221657  63.83599
  63.947914  63.027096  64.08736   70.19315   81.01114  100.11966
 111.5278   111.49933   97.77114   75.26029   76.32091   99.35577
 104.517624  98.111206  93.04226   90.79001 ]","[110.59124  109.77416  114.535904 125.32414  137.7121   156.64285
 168.06247  132.31422   21.770264  51.07952   55.79355   59.883995
  62.46257   61.866707  66.79748   83.62424  102.44084  108.15983
 110.81717  112.06464  108.76527   81.63154   74.457825  91.36884
 104.1028   103.62748  102.94898  100.53326 ]","[108.46059  112.77645  121.00968  123.11692  131.43524  151.75584
 161.4881    87.20122   12.363004  41.325333  50.719795  53.70291
  56.952065  57.970135  69.84745  103.86604  112.579605 112.77117
 109.996475 111.255424 111.334045  94.08814   84.23429   82.10883
  87.66362   89.55725   92.098434  95.6537  ]","[107.08733   107.12028   116.72095   123.126434  131.01843   147.19916
 162.46007    58.73547     7.7141476  36.650757   46.315125   50.464874
  51.72357    53.991787   81.280266  109.68949   117.001686  115.3691
 112.26238   109.05893   108.18126   100.11935    88.90129    78.284386
  83.74944    85.442024   86.50136    92.69718  ]","[103.28957   108.63784   117.56668   124.24956   132.21042   142.91638
 152.2489     27.51946     6.0248747  34.419308   43.640804   46.61006
  48.93652    52.365875   88.417885  110.00197   114.022     113.7086
 112.21507   108.12488   102.64923   101.992065   93.12412    77.05572
  79.70869    82.31584    84.909775   90.49874  ]","[109.04142   115.66106   118.914795  122.141975  130.4371    136.91455
 135.46696     7.6734486   3.6159606  23.918762   38.5208     43.409977
  46.486534   48.70188    82.25783   105.48375   110.988815  109.33195
 108.83493   107.70307   102.67127   106.24313   113.7007    103.18037
  80.84833    83.007355   87.190765   90.532036 ]","[112.360725  121.13823   125.3126    129.05762   130.5007    130.98895
  82.55539     2.7621174   1.7969792   3.470023   11.181457   24.41119
  37.64137    43.92525    65.81827    97.81097   106.53452   105.709595
 104.17384   101.35626    99.507065  103.76043   116.8579    120.70304
  88.763306   83.68624    86.72829    91.37764  ]","[111.23462   122.15804   128.62209   132.41853   130.14917   121.61595
  32.14194     0.9659499   0.8651728   1.0520583   1.5281671   3.4992042
   8.766924   20.01545    40.13355    70.00309    92.153984   99.15015
  97.72444    95.11023    95.385796  101.23429   123.313034  114.65132
  91.95525    89.798386   87.06352   101.45007  ]","[1.18369408e+02 1.26943985e+02 1.32779251e+02 1.33854431e+02
 1.27828812e+02 1.07619461e+02 6.35704184e+00 5.88121474e-01
 2.78081223e-02 4.24144082e-02 1.06794417e+00 2.05748916e+00
 1.97425187e+00 2.37430167e+00 4.76330328e+00 1.60311775e+01
 3.41822014e+01 6.07249489e+01 7.63019562e+01 7.62004013e+01
 8.83514252e+01 9.90604477e+01 1.05936661e+02 1.01684555e+02
 9.83315125e+01 9.45534821e+01 9.64707108e+01 1.07320930e+02]","[127.878784   134.05742    136.65532    135.85272    125.744835
  72.367775     1.263631     0.20579882   0.           0.
   0.3114135    0.51028377   0.61302704   0.622827     1.249243
   3.3195906    4.72298      8.289161    25.001904    15.3954
  50.821796    83.96714     96.25814    105.73569    105.25802
 100.98124    103.935394   110.08663   ]","[9.93295517e+01 1.21708809e+02 1.33520157e+02 1.29506546e+02
 9.51084518e+01 1.01993074e+01 4.26516026e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.01473111e-02 3.72273028e-01
 3.78265351e-01 6.88555300e-01 8.14737380e-01 1.20411348e+00
 2.60294604e+00 2.71511154e+01 3.11082039e+01 4.40023708e+00
 5.58431435e+00 2.59676361e+01 7.60108337e+01 9.46838379e+01
 1.03056778e+02 1.04946602e+02 1.07366745e+02 1.07176247e+02]","[1.86345625e+00 3.52451563e+00 1.20563965e+01 1.41298008e+01
 3.90399814e+00 2.77937675e+00 9.61330831e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.51056461e-02 1.02868199e-01
 1.39103025e-01 2.75990129e-01 5.70487857e-01 9.85144019e-01
 2.06163979e+00 5.88736296e+00 2.04890585e+00 2.05202723e+00
 2.23416877e+00 2.60101128e+00 1.28422651e+01 5.47800941e+01
 8.16623764e+01 9.24185257e+01 9.58935165e+01 8.87116547e+01]","[ 1.0213478   1.1380107   1.202428    1.6256983   1.9444462   2.2358854
  0.78830254  0.02446865  0.          0.          0.36509475  0.02727755
  0.15314755  0.6368404   0.3843513   0.6363409   1.0191629   0.60406977
  0.42405045  0.3148154   0.6923317   0.861927    1.9223807   2.5380297
  8.916264   19.386786   22.974316   23.996319  ]","[0.09175743 0.07253207 0.02602915 0.09431666 0.3573546  0.40978748
 0.636341   0.12343559 0.         0.         0.10854843 0.08020973
 0.         0.591617   1.2040511  0.48603356 0.         0.
 0.         0.         0.         0.32371026 0.59941953 0.89828664
 0.8248806  0.0102993  0.10311788 0.48762524]","[0.         0.         0.         0.         0.         0.
 0.18023783 0.06007928 0.         0.         0.         0.
 0.         1.0573953  1.9162635  0.85605943 0.15080675 0.
 0.         0.         0.         0.         0.07427983 0.04806342
 0.         0.         0.         0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02009925 0.
 0.         0.01398209 0.08239444 0.07540338 0.0099872  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.6064105 0.6633376 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.       ]","[0.11709996 0.31284916 0.2674386  0.40782124 0.40782124 0.40782124
 0.30382946 0.53977716 0.39121753 0.37199214 0.5686776  0.6368403
 0.3264255  0.30033395 0.5642458  0.5642458  0.4497675  0.40782124
 0.40782124 0.40782124 0.40782124 0.40782124 0.48210108 0.5642458
 0.3920914  0.5642458  0.5642458  0.5642458 ]","[6.163478  5.8820887 6.27006   6.4809775 5.85528   6.136668  5.880622
 5.517088  5.6542873 5.6001062 5.5974846 5.9067135 6.025811  5.6044755
 5.8220716 6.054524  6.062389  6.417185  6.329797  6.3769855 6.046659
 6.275616  6.4171844 6.258138  6.2275524 6.5535097 6.8174214 6.787709 ]"
2,"[ 83.939514  88.25331  100.587906 112.70889  144.89415  147.68808
 141.13232  129.21927  113.708885  91.36106   70.77694   66.92061
  69.87901   74.15879   76.068054  75.60681   80.07184   77.890366
  62.064278  34.74858   42.35728   65.41966   81.53497   87.89792
  90.65596   90.37618   88.90927   92.99245 ]","[ 78.78639   82.707     91.544426  94.478264 123.0378   128.32704
 118.300575 108.444244  97.4518    85.848785  67.521736  65.64651
  69.04726   74.13611   76.72212   77.09263   80.846886  81.83366
  72.32893   42.90359   58.84121   77.6692    85.51607   90.66163
  94.54631   98.10019   98.75804   99.400764]","[ 75.01891   77.55199   77.70511   74.15502   65.99433   69.34026
  75.18148   77.30246   76.90738   73.334595  65.283554  63.695656
  68.74481   73.47826   76.98866   78.17203   79.2363    82.449905
  76.53497   64.44801   72.70699   82.70322   88.542534  91.79018
  94.69566  101.26276  104.2174   103.49149 ]","[ 75.041595  77.99055   76.46125   75.64839   69.92249   63.635162
  65.27977   67.521736  69.4896    68.177704  65.045364  61.310028
  66.47637   71.44423   74.68243   78.096405  79.53497   82.1588
  78.637054  79.09452   82.185265  84.71077   89.05672   89.967865
  94.27978   99.96975  104.46315  104.83365 ]","[86.234406 89.11532  88.62761  85.406425 80.77127  73.48583  74.752365
 73.44801  72.58601  69.16446  64.06427  57.345943 61.7845   67.85633
 71.298676 74.54632  77.183365 80.27222  78.47259  80.82042  84.17958
 85.03782  88.020805 89.46881  91.55766  95.37996  97.65028  98.84499 ]","[95.508514 97.05105  95.33081  90.78639  88.16635  87.80719  89.69755
 88.582245 87.26655  81.75804  72.55955  58.89981  58.586014 63.213615
 67.54065  70.75047  71.59169  75.62572  77.53497  80.86578  84.7278
 86.31191  87.84688  89.36296  91.19471  92.869576 92.701324 91.60493 ]","[ 96.659744  97.52552   95.7259    93.55955   93.765594  94.328926
  95.49528  100.50095  108.07184  108.03025   95.243866  71.51229
  60.236298  61.105858  64.2949    66.77127   68.38374   71.536865
  77.06616   82.70322   85.34404   87.824196  89.35539   89.27221
  90.32514   90.79395   89.459366  88.88469 ]","[ 96.30435   95.688095  93.92628   92.51607   92.775055  94.911156
  98.47448  103.08696  109.34594  116.75993  115.67864   88.86201
  63.809074  60.603027  63.67108   66.896034  68.65595   70.84121
  78.49528   83.93573   85.01512   86.73157   88.26655   89.43857
  90.02268   89.44045   87.493385  87.45558 ]","[ 96.011345  94.1172    93.73346   93.378075  93.903595  95.28734
 100.463135 106.0208   109.61249  116.62193  123.01702  107.36863
  69.21361   62.30624   63.644615  66.665405  67.508514  67.81096
  80.8828    88.3724    87.10397   89.02836   90.42345   91.72779
  92.752365  90.9792    87.803406  87.89793 ]","[103.1002    92.99433   93.09452   94.50851   95.73346   99.14366
 102.69376  106.860115 108.79963  117.64651  131.96976  123.94328
  77.606804  57.14934   60.113422  59.913048  60.793957  63.848774
  80.671074  92.21361   91.99999   93.01701   93.485825  93.76937
  93.17202   92.50284   90.36296   87.916824]","[111.64083   92.241974  92.557655  95.65028   99.136116 101.63138
 105.10397  107.14178  108.45936  115.00757  128.87335  128.20415
  86.141785  47.449905  53.387524  54.25331   51.58034   61.67864
  79.47638   88.54254   91.608696  93.91494   95.09452   95.30624
  93.434784  92.629486  90.228745  89.91494 ]","[105.12666   95.119095  93.17391   97.506615 101.9792   104.459366
 105.11531  107.11532  108.1985   112.42533  119.48205  123.16824
  88.73913   44.973534  48.820415  50.7448    48.98677   55.901707
  77.73724   87.35539   89.6276    92.54632   95.241974  95.87714
  96.285446  94.84499   92.32326   93.11342 ]","[102.89792  101.50284   94.090744  95.38375  100.90549  102.83744
 103.77693  104.20793  105.701324 110.01512  115.71834  117.54065
  88.19282   44.7259    47.41021   48.07184   48.538754  51.638943
  71.31002   84.69376   89.23818   90.2363    93.7637    96.34972
  98.36863   99.544426  95.58223   96.63705 ]","[105.35538  106.73535   99.94329   95.754265  96.81475   98.65595
 100.68432  102.20417  103.79207  107.68242  113.62003  110.240074
  82.50284   45.485825  47.153122  46.77127   45.09074   49.650284
  61.763702  75.87335   85.960304  91.05671   95.139885  97.03781
  99.03024  100.87901   99.06427  100.76181 ]","[110.32704  117.39698  115.434784  99.38185   95.421555  96.759926
  98.76183  101.578445 102.71267  103.93005  107.86767  100.27222
  69.28167   47.353497  48.457466  47.436672  43.663517  46.22306
  52.667294  60.42533   73.0189    85.0605    93.99244   97.228745
  99.76371  102.024574 103.1172   104.06995 ]","[111.0605   122.69755  125.56333  107.77884   95.34972   97.572784
  98.75804  100.99245  102.44046  101.27599   98.2949    74.23819
  50.283554  47.334595  47.829865  45.93951   43.689983  46.20416
  51.        52.285446  53.25709   67.96787   84.87713   93.277885
  95.52552   97.40832  101.276    102.62193 ]","[114.08318  122.449905 126.041595 112.56333   97.18904  102.07372
 101.9433   101.51607  100.620026  96.132324  78.46881   49.875237
  46.648396  47.91115   47.95274   45.72212   45.63138   48.04348
  51.527412  51.584114  50.499058  51.74291   63.364845  80.35917
  88.42722   92.07562   95.39887   99.00189 ]","[113.65218  123.09262  125.981094 116.52553   99.034035 100.71266
  99.277885 100.385635  98.67296   84.63516   54.40832   46.714554
  49.20416   47.805294  47.302456  47.189037  47.325146  48.03592
  50.        49.293007  50.23062   50.582233  54.105865  57.77694
  64.276     75.40265   82.616264  91.2552  ]","[112.32515  115.62949  123.81475  122.32515  109.05671  102.7845
  98.51985  100.413994  98.134224  72.236305  46.12666   43.57845
  46.30624   47.258984  46.640835  46.455574  48.448013  49.404537
  50.043476  47.499054  47.15123   46.79962   50.94896   55.470703
  60.786396  64.06049   61.58412   64.07941 ]","[120.87713  123.4329   128.75992  131.54254  130.75803  130.5274
 126.3913   118.765594 109.226845  86.73157   74.45558   58.107754
  47.7845    49.52363   47.94896   48.93573   50.981094  50.84877
  49.54064   47.185257  46.810966  45.189037  49.017014  55.149345
  57.76938   62.08696   75.85634   78.722115]","[125.29867  126.22874  133.46503  140.34593  141.44803  143.32326
 146.93385  152.85445  146.09453  140.32893  137.17581  128.431
  77.321365  51.06427   49.40076   48.19471   50.396976  51.368618
  51.003784  45.73346   42.266544  43.079395  46.364845  48.55388
  52.277885  54.67108   66.264656  82.34783 ]","[125.82799  127.77127  133.24197  138.37619  141.44423  144.85445
 147.65973  153.3535   145.32703  146.10208  146.09453  146.38564
 134.43289   68.61437   51.551983  50.45936   50.38185   50.551983
  53.211723  50.950848  40.240074  35.782608  45.646503  47.10208
  46.568996  48.130432  49.088844  50.5104  ]","[123.355385 124.18337  127.06427  131.88469  135.19284  138.74669
 141.04916  142.71266  137.95465  137.74669  139.91493  144.17958
 140.08318  113.94329   46.353497  48.875237  51.824196  59.16257
  73.19471   83.15312   83.67675   75.465034  59.986767  49.975426
  44.96976   47.820415  49.064274  46.841206]","[122.311905 120.25899  119.657845 122.22495  126.27032  128.41022
 128.28923  128.54633  127.94707  129.84879  132.30814  138.19093
 140.76749  136.75993   42.15312   49.718338  69.86201   80.84499
  95.00568  103.02835  104.97731  101.196594  91.10965   79.78261
  58.693768  48.879013  47.491493  46.001892]","[114.198494 112.478264 111.94518  112.54632  113.37619  114.55198
 114.831764 115.803406 118.16635  117.357285 118.61437  128.41779
 136.92061  135.04916   56.20227   79.07183   89.07751   93.78072
 100.28923  103.46126  106.70889  105.14367  104.342155 101.06049
  86.580345  67.30246   49.61815   44.113422]","[104.277885 102.84499  104.739136 104.85634  104.8053   103.96219
 107.06996  107.71645  108.672966 106.44235  108.15312  121.646515
 130.8034   126.595474  98.262764 100.18715   96.26087   94.27222
  97.18147   98.4102   100.7051   101.862    103.80908  102.621925
  96.0397    87.370514  62.40454   44.234406]","[102.3138   100.8242   100.84877  100.30057  100.87146  101.593575
 103.48204  103.890366 103.413994 104.098305 106.64461  115.7259
 124.26844  122.02647  106.920616 104.41777   94.04159   91.72779
  98.24764   99.95274   93.039696  92.752365  95.71834   96.87146
  96.03214   93.52174   76.14555   46.300568]","[101.60681   98.74858   96.6673    97.041595  96.85634  100.03592
 100.37807  102.570885 103.51607  105.25142  108.14556  114.37618
 120.99811  120.68431  103.536865  99.58979   99.26655   93.08885
  99.276     96.70889   87.87146   87.644615  88.0775    89.72969
  91.162575  91.99433   80.30057   44.686203]"
